project_id,project_number,stage,publish_date,notification_number,detail_url,row_text,villages,survey_numbers,n_surveys,detail_ok,detail_error,detail_text,table_json
18048,MO/2017/18048,3A,2018-01-10,152(E),https://bhoomirashi.gov.in/auth/revamp/sdet.cshtml?project_id=18048&EncHid=¬ification_id=47154&nid=9'),2 | 10/01/2018 | 152(E) | १५२ (अ) | View Details | View Objections | 3A Notified,,,0,1,,"Land Acquisition Portal | × | Site is Under Maintenance do not Login | 011-23711824 | supportla-morth@gov.in | Highway Land Register [Rule 4(1)] | FAQs | Contact Us | Greivance | Land Acquisition Portal | Ministry of Road Transport & Highways Government of India | Home | About Us | Act | Gazette Notification Report | Login | What's New | Publication of 3a/3A notification in respect of National Highways (NH) where development/upgradation work is yet to be sanctioned | View File | Memorandum of Understanding between MoRTH and Ministry of Railways (MoR) regarding Land and other related matters for faster execution of projects | View File | Any payments stuck in the CALA account due to transaction failures or other reasons will be transferred back to the RPAO account via Cheque, DD, or RTGS. Once the payment is successfully transferred to RPAO account, CALA will reinitiate the payment through the BhoomiRashi portal after Re-finalizing all the failed payments in case of Roads Wing project is proposed to be floated | View File | Land Acquisition and Forest & Wildlife clearances - Milestones for approval, award and declaration of appointed dates | View File | 3757 Online Projects | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 153424.11 Ha 3D Done | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 38710.64 Cr Compensation Disbursed Online | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | About Us | Land Acquisition Portal | Ministry of Road Transport and Highways (MoRTH) is engaged in developing India's road infrastructure sector and executes its projects through various implementation agencies, viz. National Highways Authority of India (NHAI), National Highways & Infrastructure Development Company Ltd. (NHIDCL) and State PWDs. The objective of the Ministry is to fast-track economic growth, for which improved road connectivity, specifically expansion and upgradation of the National Highways network, is of vital importance. | Land Acquisition is critical for the commencement and completion of construction of National Highways, which begins once the alignment plan and land acquisition plan for a specific project, are approved. | Read More | Our | Important Links | LA Target Monitoring | Ministry of Road Transport and Highways (MoRTH) | Read More | Public Grievances | Ministry of Road Transport and Highways (MoRTH) | Read More | Act | Ministry of Road Transport and Highways (MoRTH) | Read More | Search | Ministry of Road Transport and Highways (MoRTH) | Read More | FAQs | Ministry of Road Transport and Highways (MoRTH) | Read More | Projects | Ministry of Road Transport and Highways (MoRTH) | Read More | Contact Us | If You Have Any Query, Please Feel Free Contact Us | Address | Room No. 139, Transport Bhawan, Sansad Marg Delhi-01 | Call Us Now | +011-23711824 | Mail Us Now | supportla-morth@gov.in | Your Name | Your Email | Phone Number | Address | Message | Send Message | Our Links | LA Target Monitoring | About Us | Public Grievances | Act | Search | FAQs | Privacy Policy | Location | © Designed and Developed by National Informatics Centre | Visitor No: | 1379579 | Login | × | Username | Password | Send OTP | One Time Password | Verify OTP | Resend OTP | Login | Forgot password?",[]
18048,MO/2017/18048,3A,2018-01-16,S.NO. 248(E),https://bhoomirashi.gov.in/auth/revamp/sdet.cshtml?project_id=18048&EncHid=¬ification_id=45919&nid=9'),4 | 16/01/2018 | S.NO. 248(E) | का.आ. २४८ (अ) | View Details | View Objections | 3A Notified,,,0,0,"ConnectionError(ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))",,
18048,MO/2017/18048,3A,2018-01-16,246(E),https://bhoomirashi.gov.in/auth/revamp/sdet.cshtml?project_id=18048&EncHid=¬ification_id=48132&nid=9'),15 | 16/01/2018 | 246(E) | 246(अ) | View Details | View Objections | 3A Notified,,,0,1,,"Land Acquisition Portal | × | Site is Under Maintenance do not Login | 011-23711824 | supportla-morth@gov.in | Highway Land Register [Rule 4(1)] | FAQs | Contact Us | Greivance | Land Acquisition Portal | Ministry of Road Transport & Highways Government of India | Home | About Us | Act | Gazette Notification Report | Login | What's New | Publication of 3a/3A notification in respect of National Highways (NH) where development/upgradation work is yet to be sanctioned | View File | Memorandum of Understanding between MoRTH and Ministry of Railways (MoR) regarding Land and other related matters for faster execution of projects | View File | Any payments stuck in the CALA account due to transaction failures or other reasons will be transferred back to the RPAO account via Cheque, DD, or RTGS. Once the payment is successfully transferred to RPAO account, CALA will reinitiate the payment through the BhoomiRashi portal after Re-finalizing all the failed payments in case of Roads Wing project is proposed to be floated | View File | Land Acquisition and Forest & Wildlife clearances - Milestones for approval, award and declaration of appointed dates | View File | 3757 Online Projects | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 153424.11 Ha 3D Done | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 38710.64 Cr Compensation Disbursed Online | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | About Us | Land Acquisition Portal | Ministry of Road Transport and Highways (MoRTH) is engaged in developing India's road infrastructure sector and executes its projects through various implementation agencies, viz. National Highways Authority of India (NHAI), National Highways & Infrastructure Development Company Ltd. (NHIDCL) and State PWDs. The objective of the Ministry is to fast-track economic growth, for which improved road connectivity, specifically expansion and upgradation of the National Highways network, is of vital importance. | Land Acquisition is critical for the commencement and completion of construction of National Highways, which begins once the alignment plan and land acquisition plan for a specific project, are approved. | Read More | Our | Important Links | LA Target Monitoring | Ministry of Road Transport and Highways (MoRTH) | Read More | Public Grievances | Ministry of Road Transport and Highways (MoRTH) | Read More | Act | Ministry of Road Transport and Highways (MoRTH) | Read More | Search | Ministry of Road Transport and Highways (MoRTH) | Read More | FAQs | Ministry of Road Transport and Highways (MoRTH) | Read More | Projects | Ministry of Road Transport and Highways (MoRTH) | Read More | Contact Us | If You Have Any Query, Please Feel Free Contact Us | Address | Room No. 139, Transport Bhawan, Sansad Marg Delhi-01 | Call Us Now | +011-23711824 | Mail Us Now | supportla-morth@gov.in | Your Name | Your Email | Phone Number | Address | Message | Send Message | Our Links | LA Target Monitoring | About Us | Public Grievances | Act | Search | FAQs | Privacy Policy | Location | © Designed and Developed by National Informatics Centre | Visitor No: | 1379579 | Login | × | Username | Password | Send OTP | One Time Password | Verify OTP | Resend OTP | Login | Forgot password?",[]
18048,MO/2017/18048,3A,2018-01-16,246(E),https://bhoomirashi.gov.in/auth/revamp/sdet.cshtml?project_id=18048&EncHid=¬ification_id=48138&nid=9'),16 | 16/01/2018 | 246(E) | 246(अ) | View Details | View Objections | 3A Notified,,,0,1,,"Land Acquisition Portal | × | Site is Under Maintenance do not Login | 011-23711824 | supportla-morth@gov.in | Highway Land Register [Rule 4(1)] | FAQs | Contact Us | Greivance | Land Acquisition Portal | Ministry of Road Transport & Highways Government of India | Home | About Us | Act | Gazette Notification Report | Login | What's New | Publication of 3a/3A notification in respect of National Highways (NH) where development/upgradation work is yet to be sanctioned | View File | Memorandum of Understanding between MoRTH and Ministry of Railways (MoR) regarding Land and other related matters for faster execution of projects | View File | Any payments stuck in the CALA account due to transaction failures or other reasons will be transferred back to the RPAO account via Cheque, DD, or RTGS. Once the payment is successfully transferred to RPAO account, CALA will reinitiate the payment through the BhoomiRashi portal after Re-finalizing all the failed payments in case of Roads Wing project is proposed to be floated | View File | Land Acquisition and Forest & Wildlife clearances - Milestones for approval, award and declaration of appointed dates | View File | 3757 Online Projects | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 153424.11 Ha 3D Done | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 38710.64 Cr Compensation Disbursed Online | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | About Us | Land Acquisition Portal | Ministry of Road Transport and Highways (MoRTH) is engaged in developing India's road infrastructure sector and executes its projects through various implementation agencies, viz. National Highways Authority of India (NHAI), National Highways & Infrastructure Development Company Ltd. (NHIDCL) and State PWDs. The objective of the Ministry is to fast-track economic growth, for which improved road connectivity, specifically expansion and upgradation of the National Highways network, is of vital importance. | Land Acquisition is critical for the commencement and completion of construction of National Highways, which begins once the alignment plan and land acquisition plan for a specific project, are approved. | Read More | Our | Important Links | LA Target Monitoring | Ministry of Road Transport and Highways (MoRTH) | Read More | Public Grievances | Ministry of Road Transport and Highways (MoRTH) | Read More | Act | Ministry of Road Transport and Highways (MoRTH) | Read More | Search | Ministry of Road Transport and Highways (MoRTH) | Read More | FAQs | Ministry of Road Transport and Highways (MoRTH) | Read More | Projects | Ministry of Road Transport and Highways (MoRTH) | Read More | Contact Us | If You Have Any Query, Please Feel Free Contact Us | Address | Room No. 139, Transport Bhawan, Sansad Marg Delhi-01 | Call Us Now | +011-23711824 | Mail Us Now | supportla-morth@gov.in | Your Name | Your Email | Phone Number | Address | Message | Send Message | Our Links | LA Target Monitoring | About Us | Public Grievances | Act | Search | FAQs | Privacy Policy | Location | © Designed and Developed by National Informatics Centre | Visitor No: | 1379579 | Login | × | Username | Password | Send OTP | One Time Password | Verify OTP | Resend OTP | Login | Forgot password?",[]
18048,MO/2017/18048,3A,2018-01-16,246(E),https://bhoomirashi.gov.in/auth/revamp/sdet.cshtml?project_id=18048&EncHid=¬ification_id=48150&nid=9'),17 | 16/01/2018 | 246(E) | २४६(अ) | View Details | View Objections | 3A Notified,,,0,1,,"Land Acquisition Portal | × | Site is Under Maintenance do not Login | 011-23711824 | supportla-morth@gov.in | Highway Land Register [Rule 4(1)] | FAQs | Contact Us | Greivance | Land Acquisition Portal | Ministry of Road Transport & Highways Government of India | Home | About Us | Act | Gazette Notification Report | Login | What's New | Publication of 3a/3A notification in respect of National Highways (NH) where development/upgradation work is yet to be sanctioned | View File | Memorandum of Understanding between MoRTH and Ministry of Railways (MoR) regarding Land and other related matters for faster execution of projects | View File | Any payments stuck in the CALA account due to transaction failures or other reasons will be transferred back to the RPAO account via Cheque, DD, or RTGS. Once the payment is successfully transferred to RPAO account, CALA will reinitiate the payment through the BhoomiRashi portal after Re-finalizing all the failed payments in case of Roads Wing project is proposed to be floated | View File | Land Acquisition and Forest & Wildlife clearances - Milestones for approval, award and declaration of appointed dates | View File | 3757 Online Projects | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 153424.11 Ha 3D Done | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 38710.64 Cr Compensation Disbursed Online | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | About Us | Land Acquisition Portal | Ministry of Road Transport and Highways (MoRTH) is engaged in developing India's road infrastructure sector and executes its projects through various implementation agencies, viz. National Highways Authority of India (NHAI), National Highways & Infrastructure Development Company Ltd. (NHIDCL) and State PWDs. The objective of the Ministry is to fast-track economic growth, for which improved road connectivity, specifically expansion and upgradation of the National Highways network, is of vital importance. | Land Acquisition is critical for the commencement and completion of construction of National Highways, which begins once the alignment plan and land acquisition plan for a specific project, are approved. | Read More | Our | Important Links | LA Target Monitoring | Ministry of Road Transport and Highways (MoRTH) | Read More | Public Grievances | Ministry of Road Transport and Highways (MoRTH) | Read More | Act | Ministry of Road Transport and Highways (MoRTH) | Read More | Search | Ministry of Road Transport and Highways (MoRTH) | Read More | FAQs | Ministry of Road Transport and Highways (MoRTH) | Read More | Projects | Ministry of Road Transport and Highways (MoRTH) | Read More | Contact Us | If You Have Any Query, Please Feel Free Contact Us | Address | Room No. 139, Transport Bhawan, Sansad Marg Delhi-01 | Call Us Now | +011-23711824 | Mail Us Now | supportla-morth@gov.in | Your Name | Your Email | Phone Number | Address | Message | Send Message | Our Links | LA Target Monitoring | About Us | Public Grievances | Act | Search | FAQs | Privacy Policy | Location | © Designed and Developed by National Informatics Centre | Visitor No: | 1379579 | Login | × | Username | Password | Send OTP | One Time Password | Verify OTP | Resend OTP | Login | Forgot password?",[]
18048,MO/2017/18048,3A,2018-01-16,246(E),https://bhoomirashi.gov.in/auth/revamp/sdet.cshtml?project_id=18048&EncHid=¬ification_id=48163&nid=9'),18 | 16/01/2018 | 246(E) | 246(अ) | View Details | View Objections | 3A Notified,,,0,1,,"Land Acquisition Portal | × | Site is Under Maintenance do not Login | 011-23711824 | supportla-morth@gov.in | Highway Land Register [Rule 4(1)] | FAQs | Contact Us | Greivance | Land Acquisition Portal | Ministry of Road Transport & Highways Government of India | Home | About Us | Act | Gazette Notification Report | Login | What's New | Publication of 3a/3A notification in respect of National Highways (NH) where development/upgradation work is yet to be sanctioned | View File | Memorandum of Understanding between MoRTH and Ministry of Railways (MoR) regarding Land and other related matters for faster execution of projects | View File | Any payments stuck in the CALA account due to transaction failures or other reasons will be transferred back to the RPAO account via Cheque, DD, or RTGS. Once the payment is successfully transferred to RPAO account, CALA will reinitiate the payment through the BhoomiRashi portal after Re-finalizing all the failed payments in case of Roads Wing project is proposed to be floated | View File | Land Acquisition and Forest & Wildlife clearances - Milestones for approval, award and declaration of appointed dates | View File | 3757 Online Projects | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 153424.11 Ha 3D Done | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 38710.64 Cr Compensation Disbursed Online | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | About Us | Land Acquisition Portal | Ministry of Road Transport and Highways (MoRTH) is engaged in developing India's road infrastructure sector and executes its projects through various implementation agencies, viz. National Highways Authority of India (NHAI), National Highways & Infrastructure Development Company Ltd. (NHIDCL) and State PWDs. The objective of the Ministry is to fast-track economic growth, for which improved road connectivity, specifically expansion and upgradation of the National Highways network, is of vital importance. | Land Acquisition is critical for the commencement and completion of construction of National Highways, which begins once the alignment plan and land acquisition plan for a specific project, are approved. | Read More | Our | Important Links | LA Target Monitoring | Ministry of Road Transport and Highways (MoRTH) | Read More | Public Grievances | Ministry of Road Transport and Highways (MoRTH) | Read More | Act | Ministry of Road Transport and Highways (MoRTH) | Read More | Search | Ministry of Road Transport and Highways (MoRTH) | Read More | FAQs | Ministry of Road Transport and Highways (MoRTH) | Read More | Projects | Ministry of Road Transport and Highways (MoRTH) | Read More | Contact Us | If You Have Any Query, Please Feel Free Contact Us | Address | Room No. 139, Transport Bhawan, Sansad Marg Delhi-01 | Call Us Now | +011-23711824 | Mail Us Now | supportla-morth@gov.in | Your Name | Your Email | Phone Number | Address | Message | Send Message | Our Links | LA Target Monitoring | About Us | Public Grievances | Act | Search | FAQs | Privacy Policy | Location | © Designed and Developed by National Informatics Centre | Visitor No: | 1379579 | Login | × | Username | Password | Send OTP | One Time Password | Verify OTP | Resend OTP | Login | Forgot password?",[]
18048,MO/2017/18048,3A,2018-01-16,246(E),https://bhoomirashi.gov.in/auth/revamp/sdet.cshtml?project_id=18048&EncHid=¬ification_id=48178&nid=9'),19 | 16/01/2018 | 246(E) | 246(अ ) | View Details | View Objections | 3A Notified,,,0,1,,"Land Acquisition Portal | × | Site is Under Maintenance do not Login | 011-23711824 | supportla-morth@gov.in | Highway Land Register [Rule 4(1)] | FAQs | Contact Us | Greivance | Land Acquisition Portal | Ministry of Road Transport & Highways Government of India | Home | About Us | Act | Gazette Notification Report | Login | What's New | Publication of 3a/3A notification in respect of National Highways (NH) where development/upgradation work is yet to be sanctioned | View File | Memorandum of Understanding between MoRTH and Ministry of Railways (MoR) regarding Land and other related matters for faster execution of projects | View File | Any payments stuck in the CALA account due to transaction failures or other reasons will be transferred back to the RPAO account via Cheque, DD, or RTGS. Once the payment is successfully transferred to RPAO account, CALA will reinitiate the payment through the BhoomiRashi portal after Re-finalizing all the failed payments in case of Roads Wing project is proposed to be floated | View File | Land Acquisition and Forest & Wildlife clearances - Milestones for approval, award and declaration of appointed dates | View File | 3757 Online Projects | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 153424.11 Ha 3D Done | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 38710.64 Cr Compensation Disbursed Online | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | About Us | Land Acquisition Portal | Ministry of Road Transport and Highways (MoRTH) is engaged in developing India's road infrastructure sector and executes its projects through various implementation agencies, viz. National Highways Authority of India (NHAI), National Highways & Infrastructure Development Company Ltd. (NHIDCL) and State PWDs. The objective of the Ministry is to fast-track economic growth, for which improved road connectivity, specifically expansion and upgradation of the National Highways network, is of vital importance. | Land Acquisition is critical for the commencement and completion of construction of National Highways, which begins once the alignment plan and land acquisition plan for a specific project, are approved. | Read More | Our | Important Links | LA Target Monitoring | Ministry of Road Transport and Highways (MoRTH) | Read More | Public Grievances | Ministry of Road Transport and Highways (MoRTH) | Read More | Act | Ministry of Road Transport and Highways (MoRTH) | Read More | Search | Ministry of Road Transport and Highways (MoRTH) | Read More | FAQs | Ministry of Road Transport and Highways (MoRTH) | Read More | Projects | Ministry of Road Transport and Highways (MoRTH) | Read More | Contact Us | If You Have Any Query, Please Feel Free Contact Us | Address | Room No. 139, Transport Bhawan, Sansad Marg Delhi-01 | Call Us Now | +011-23711824 | Mail Us Now | supportla-morth@gov.in | Your Name | Your Email | Phone Number | Address | Message | Send Message | Our Links | LA Target Monitoring | About Us | Public Grievances | Act | Search | FAQs | Privacy Policy | Location | © Designed and Developed by National Informatics Centre | Visitor No: | 1379579 | Login | × | Username | Password | Send OTP | One Time Password | Verify OTP | Resend OTP | Login | Forgot password?",[]
18048,MO/2017/18048,3A,2018-01-16,246 (E),https://bhoomirashi.gov.in/auth/revamp/sdet.cshtml?project_id=18048&EncHid=¬ification_id=47563&nid=9'),14 | 16/01/2018 | 246 (E) | २४६ (अ) | View Details | View Objections | 3A Notified,,,0,1,,"Land Acquisition Portal | × | Site is Under Maintenance do not Login | 011-23711824 | supportla-morth@gov.in | Highway Land Register [Rule 4(1)] | FAQs | Contact Us | Greivance | Land Acquisition Portal | Ministry of Road Transport & Highways Government of India | Home | About Us | Act | Gazette Notification Report | Login | What's New | Publication of 3a/3A notification in respect of National Highways (NH) where development/upgradation work is yet to be sanctioned | View File | Memorandum of Understanding between MoRTH and Ministry of Railways (MoR) regarding Land and other related matters for faster execution of projects | View File | Any payments stuck in the CALA account due to transaction failures or other reasons will be transferred back to the RPAO account via Cheque, DD, or RTGS. Once the payment is successfully transferred to RPAO account, CALA will reinitiate the payment through the BhoomiRashi portal after Re-finalizing all the failed payments in case of Roads Wing project is proposed to be floated | View File | Land Acquisition and Forest & Wildlife clearances - Milestones for approval, award and declaration of appointed dates | View File | 3757 Online Projects | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 153424.11 Ha 3D Done | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 38710.64 Cr Compensation Disbursed Online | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | About Us | Land Acquisition Portal | Ministry of Road Transport and Highways (MoRTH) is engaged in developing India's road infrastructure sector and executes its projects through various implementation agencies, viz. National Highways Authority of India (NHAI), National Highways & Infrastructure Development Company Ltd. (NHIDCL) and State PWDs. The objective of the Ministry is to fast-track economic growth, for which improved road connectivity, specifically expansion and upgradation of the National Highways network, is of vital importance. | Land Acquisition is critical for the commencement and completion of construction of National Highways, which begins once the alignment plan and land acquisition plan for a specific project, are approved. | Read More | Our | Important Links | LA Target Monitoring | Ministry of Road Transport and Highways (MoRTH) | Read More | Public Grievances | Ministry of Road Transport and Highways (MoRTH) | Read More | Act | Ministry of Road Transport and Highways (MoRTH) | Read More | Search | Ministry of Road Transport and Highways (MoRTH) | Read More | FAQs | Ministry of Road Transport and Highways (MoRTH) | Read More | Projects | Ministry of Road Transport and Highways (MoRTH) | Read More | Contact Us | If You Have Any Query, Please Feel Free Contact Us | Address | Room No. 139, Transport Bhawan, Sansad Marg Delhi-01 | Call Us Now | +011-23711824 | Mail Us Now | supportla-morth@gov.in | Your Name | Your Email | Phone Number | Address | Message | Send Message | Our Links | LA Target Monitoring | About Us | Public Grievances | Act | Search | FAQs | Privacy Policy | Location | © Designed and Developed by National Informatics Centre | Visitor No: | 1379579 | Login | × | Username | Password | Send OTP | One Time Password | Verify OTP | Resend OTP | Login | Forgot password?",[]
18048,MO/2017/18048,3A,2018-01-16,247 (E),https://bhoomirashi.gov.in/auth/revamp/sdet.cshtml?project_id=18048&EncHid=¬ification_id=48557&nid=9'),22 | 16/01/2018 | 247 (E) | २४७ (अ) | View Details | View Objections | 3A Notified,,,0,1,,"Land Acquisition Portal | × | Site is Under Maintenance do not Login | 011-23711824 | supportla-morth@gov.in | Highway Land Register [Rule 4(1)] | FAQs | Contact Us | Greivance | Land Acquisition Portal | Ministry of Road Transport & Highways Government of India | Home | About Us | Act | Gazette Notification Report | Login | What's New | Publication of 3a/3A notification in respect of National Highways (NH) where development/upgradation work is yet to be sanctioned | View File | Memorandum of Understanding between MoRTH and Ministry of Railways (MoR) regarding Land and other related matters for faster execution of projects | View File | Any payments stuck in the CALA account due to transaction failures or other reasons will be transferred back to the RPAO account via Cheque, DD, or RTGS. Once the payment is successfully transferred to RPAO account, CALA will reinitiate the payment through the BhoomiRashi portal after Re-finalizing all the failed payments in case of Roads Wing project is proposed to be floated | View File | Land Acquisition and Forest & Wildlife clearances - Milestones for approval, award and declaration of appointed dates | View File | 3757 Online Projects | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 153424.11 Ha 3D Done | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 38710.64 Cr Compensation Disbursed Online | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | About Us | Land Acquisition Portal | Ministry of Road Transport and Highways (MoRTH) is engaged in developing India's road infrastructure sector and executes its projects through various implementation agencies, viz. National Highways Authority of India (NHAI), National Highways & Infrastructure Development Company Ltd. (NHIDCL) and State PWDs. The objective of the Ministry is to fast-track economic growth, for which improved road connectivity, specifically expansion and upgradation of the National Highways network, is of vital importance. | Land Acquisition is critical for the commencement and completion of construction of National Highways, which begins once the alignment plan and land acquisition plan for a specific project, are approved. | Read More | Our | Important Links | LA Target Monitoring | Ministry of Road Transport and Highways (MoRTH) | Read More | Public Grievances | Ministry of Road Transport and Highways (MoRTH) | Read More | Act | Ministry of Road Transport and Highways (MoRTH) | Read More | Search | Ministry of Road Transport and Highways (MoRTH) | Read More | FAQs | Ministry of Road Transport and Highways (MoRTH) | Read More | Projects | Ministry of Road Transport and Highways (MoRTH) | Read More | Contact Us | If You Have Any Query, Please Feel Free Contact Us | Address | Room No. 139, Transport Bhawan, Sansad Marg Delhi-01 | Call Us Now | +011-23711824 | Mail Us Now | supportla-morth@gov.in | Your Name | Your Email | Phone Number | Address | Message | Send Message | Our Links | LA Target Monitoring | About Us | Public Grievances | Act | Search | FAQs | Privacy Policy | Location | © Designed and Developed by National Informatics Centre | Visitor No: | 1379579 | Login | × | Username | Password | Send OTP | One Time Password | Verify OTP | Resend OTP | Login | Forgot password?",[]
18048,MO/2017/18048,3A,2018-01-16,245(E),https://bhoomirashi.gov.in/auth/revamp/sdet.cshtml?project_id=18048&EncHid=¬ification_id=48883&nid=9'),23 | 16/01/2018 | 245(E) | 245(अ) | View Details | View Objections | 3A Notified,,,0,1,,"Land Acquisition Portal | × | Site is Under Maintenance do not Login | 011-23711824 | supportla-morth@gov.in | Highway Land Register [Rule 4(1)] | FAQs | Contact Us | Greivance | Land Acquisition Portal | Ministry of Road Transport & Highways Government of India | Home | About Us | Act | Gazette Notification Report | Login | What's New | Publication of 3a/3A notification in respect of National Highways (NH) where development/upgradation work is yet to be sanctioned | View File | Memorandum of Understanding between MoRTH and Ministry of Railways (MoR) regarding Land and other related matters for faster execution of projects | View File | Any payments stuck in the CALA account due to transaction failures or other reasons will be transferred back to the RPAO account via Cheque, DD, or RTGS. Once the payment is successfully transferred to RPAO account, CALA will reinitiate the payment through the BhoomiRashi portal after Re-finalizing all the failed payments in case of Roads Wing project is proposed to be floated | View File | Land Acquisition and Forest & Wildlife clearances - Milestones for approval, award and declaration of appointed dates | View File | 3757 Online Projects | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 153424.11 Ha 3D Done | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | 38710.64 Cr Compensation Disbursed Online | The Ministry of Road Transport and Highways, Govt. of India has designed Bhoomi Rashi | About Us | Land Acquisition Portal | Ministry of Road Transport and Highways (MoRTH) is engaged in developing India's road infrastructure sector and executes its projects through various implementation agencies, viz. National Highways Authority of India (NHAI), National Highways & Infrastructure Development Company Ltd. (NHIDCL) and State PWDs. The objective of the Ministry is to fast-track economic growth, for which improved road connectivity, specifically expansion and upgradation of the National Highways network, is of vital importance. | Land Acquisition is critical for the commencement and completion of construction of National Highways, which begins once the alignment plan and land acquisition plan for a specific project, are approved. | Read More | Our | Important Links | LA Target Monitoring | Ministry of Road Transport and Highways (MoRTH) | Read More | Public Grievances | Ministry of Road Transport and Highways (MoRTH) | Read More | Act | Ministry of Road Transport and Highways (MoRTH) | Read More | Search | Ministry of Road Transport and Highways (MoRTH) | Read More | FAQs | Ministry of Road Transport and Highways (MoRTH) | Read More | Projects | Ministry of Road Transport and Highways (MoRTH) | Read More | Contact Us | If You Have Any Query, Please Feel Free Contact Us | Address | Room No. 139, Transport Bhawan, Sansad Marg Delhi-01 | Call Us Now | +011-23711824 | Mail Us Now | supportla-morth@gov.in | Your Name | Your Email | Phone Number | Address | Message | Send Message | Our Links | LA Target Monitoring | About Us | Public Grievances | Act | Search | FAQs | Privacy Policy | Location | © Designed and Developed by National Informatics Centre | Visitor No: | 1379579 | Login | × | Username | Password | Send OTP | One Time Password | Verify OTP | Resend OTP | Login | Forgot password?",[]
